Farm_ID,Soil_pH,Soil_Moisture,Temperature_C,Rainfall_mm,Crop_Type,Fertilizer_Usage_kg,Pesticide_Usage_kg,Crop_Yield_ton,Sustainability_Score
29,6.119470628,24.06966201,27.71522979,188.4264098,Corn,185.124051,16.71147658,5.608640582,5.660227738
30,6.025554524,17.41989945,26.84501106,91.51346796,Rice,149.7211291,14.84817448,9.772130234,38.13875132
31,6.984197957,25.17501877,20.18741846,82.08397182,Soybean,92.87184751,16.28125073,4.087899553,9.990061249
32,6.438889458,40.83128932,24.93699112,101.6318226,Corn,123.8082467,15.12622261,5.222258178,70.20510523
33,6.668458142,49.44964407,16.86507832,204.7642674,Corn,122.9006442,14.60516754,9.899291442,40.04054119
34,6.992217185,17.49262016,18.30117642,52.80405473,Soybean,182.5205626,16.39249701,3.377143531,0.365869214
35,5.889466248,28.93952623,26.95580337,61.83733597,Wheat,146.8330588,13.89624658,2.173271759,91.40170135
36,6.194162192,40.63418481,16.6278805,242.3524342,Corn,170.2929392,17.33240665,2.954325988,63.1719518
37,6.630377684,18.5464848,27.1739653,101.0443889,Soybean,167.5328258,18.46130275,8.886114513,18.46232066
38,6.604303827,38.89071558,31.47627157,114.757986,Soybean,143.3471955,4.744370255,9.43842827,10.34311962
39,6.762115695,34.92040943,32.75999835,112.7519361,Soybean,129.2629953,11.07622839,1.931973471,57.95016085
40,5.952814774,45.42323452,18.32561798,81.0458273,Wheat,102.7247317,15.81826572,2.63544954,35.13248255
41,5.50736458,32.32721511,21.6808727,114.3757417,Soybean,131.1728319,4.245162673,8.745016762,39.93539037
42,6.471150318,43.39406597,19.12319048,239.5788853,Wheat,140.8490718,1.828828961,6.741602799,48.23349853
43,5.847089885,19.7090445,27.982159,178.1792016,Corn,142.47108,12.82575406,9.164376389,48.00832106
44,6.04025757,23.90923037,17.90767757,123.2083783,Rice,193.5023593,17.00003562,9.427226117,9.844795563
45,6.56497322,40.99512682,34.29615052,260.0265993,Rice,149.516917,15.68931691,3.034914277,61.48171293
46,6.544380457,33.57207731,34.00962211,283.2951966,Wheat,156.3680995,9.819803043,4.883533555,90.83967446
47,6.233387815,49.3153368,29.78067167,100.2504161,Rice,168.0012417,10.82046801,1.598761592,3.286061682
48,6.246214135,26.03640974,28.64757851,113.3603291,Soybean,142.2429875,19.81146231,4.284377418,49.35662748
49,6.445425337,10.29315507,32.12438486,114.4574074,Wheat,155.7210652,5.118078476,5.059445239,65.39842656
50,6.391520697,26.72846464,30.69042417,121.9719278,Rice,113.4674167,19.59670594,2.980505285,0.707767409
51,6.312027928,17.56861818,30.69163835,87.3740458,Corn,104.914415,9.574661438,5.705556767,49.48347581
52,5.831170109,15.41489079,25.96503083,53.76514398,Wheat,65.60814337,18.57211421,1.990727702,33.54380189
53,7.421686491,41.223372,20.03267655,247.4227212,Rice,143.6866315,3.179426896,7.728135299,29.96597216
54,6.457571747,36.60149045,16.9057857,167.4542305,Rice,143.2595732,16.51574185,9.411207661,10.45347005
55,6.570380206,21.81428993,22.76158794,142.6096754,Soybean,171.1995124,5.706052099,8.132241258,72.70508093
56,6.513331614,46.09103081,29.93650414,112.0107088,Corn,187.1327446,15.6901475,6.313354151,20.12357234
57,6.249235147,15.89106362,15.10835354,119.2580312,Wheat,129.9468493,12.57086448,5.649623291,36.53573292
58,6.137650555,24.29114578,27.78012627,203.9858784,Soybean,84.44888971,16.93636534,4.409318011,30.9919608
59,6.096362341,21.84954562,33.5827884,207.9618614,Wheat,183.0474835,6.641139854,5.752432213,11.1826072
60,6.881067673,42.81694336,30.92165585,167.9696922,Corn,111.4248682,11.32717778,5.739016651,0.37217775
61,7.434557839,11.25743637,33.17777921,110.0255173,Wheat,125.9265085,8.833258683,6.899186246,22.96313296
62,6.825225542,11.18008761,26.35906956,125.0337499,Corn,194.667508,18.34378969,8.242753745,7.491252012
63,6.101398768,39.91815245,33.32882425,120.9000439,Soybean,168.6427399,11.88389995,2.135888413,36.75794157
64,6.069699367,49.42787783,26.09550483,294.959557,Rice,127.9837701,8.621982751,8.934624411,25.20772348
65,6.204715219,42.02106532,21.07168042,211.005285,Soybean,113.1444869,10.4694646,9.551663218,4.868117176
66,6.111860423,43.93707684,29.24318782,204.6586094,Soybean,181.9198754,16.85569187,9.612049665,4.012827462
67,6.430205403,33.62868824,34.99051638,87.81992883,Soybean,150.8529966,17.76306212,1.900574378,24.27641458
68,6.881089828,30.58957866,31.29241637,81.44440741,Soybean,175.4959542,3.830851916,2.199667611,53.83989116
69,6.362456473,49.88545742,34.51645194,184.4372612,Corn,105.5974441,14.70691892,3.140149045,46.5024265
70,6.116863527,44.84389807,31.68056352,128.4162949,Rice,112.0795612,18.25808233,4.395739152,1.319386579
71,5.711284596,28.52922679,20.53018112,185.900922,Rice,180.9297032,9.71290084,8.40472565,77.88789216
72,5.589778178,30.49531764,32.89205013,136.2275731,Rice,164.1940858,5.34080359,3.166620823,22.0429849
73,7.309527837,37.06395004,25.61647605,135.083092,Wheat,117.5854739,10.93451613,5.361424322,38.26218618
74,6.635593731,43.48903071,34.72545327,177.4962282,Wheat,95.69967666,17.76405747,9.880885048,32.19972297
75,6.243216803,46.50871668,28.06611302,146.631777,Wheat,165.7534056,18.13138677,3.13103609,76.98087384
76,5.85354013,22.85661973,32.06827115,234.116867,Soybean,132.4521422,17.90018573,7.990790491,44.79101146
77,6.255342888,35.6696566,19.62840808,206.4953648,Rice,146.2220762,4.315239492,8.168747275,94.42808507
78,6.08667536,33.97727668,22.78539328,113.265212,Rice,119.9073409,9.129920328,4.653353352,25.45776035
79,7.2459931,44.68340593,28.54552241,207.8127357,Soybean,145.7284392,9.729261587,2.538494086,45.95925262
80,6.675148536,33.55978159,19.11338683,66.04292061,Corn,100.7531917,17.58282146,3.428574256,75.79130742
81,6.361833196,29.52907237,34.48769093,109.5292288,Soybean,173.7827222,17.46482477,4.815931839,61.94324557
82,6.838298328,34.16680641,20.89903469,219.3713046,Soybean,152.7455911,1.150509453,7.131184773,99.99454521
83,5.889677609,41.14425693,20.34952911,179.6417513,Wheat,171.2124138,14.07518796,4.628522393,8.176775769
84,5.926882049,27.43024619,25.89750019,93.7123533,Rice,188.2971576,11.74605383,7.74271902,46.01130147
85,6.429446769,20.91087877,17.16323763,187.5329829,Rice,63.02186875,8.843538861,1.858400138,61.60783607
86,6.181280613,46.98576491,34.02339618,165.3177272,Rice,196.1808488,12.50087106,1.438916743,83.95632894
87,6.138536827,12.86067052,23.66057608,187.2644715,Soybean,164.4765186,13.74816009,2.084908264,74.87133051
88,6.728718777,27.26617602,34.63613323,195.2701362,Soybean,167.9999979,10.69429812,5.668930758,86.57398975
89,6.916305914,24.05646441,33.9246127,227.5743226,Wheat,133.6328226,15.55863003,1.319866437,58.85012445
90,6.261561732,33.71443545,16.9667039,129.9093021,Wheat,60.18071835,1.389644436,2.599480097,39.41433345
91,7.415707033,24.42615675,28.01493386,104.8977876,Rice,112.5614333,4.136793949,4.417002462,11.93888883
92,5.666998922,27.44231984,25.86432073,105.7580477,Rice,186.8539354,9.450766767,6.526252273,48.61660675
93,5.615885845,22.07307275,15.33798488,170.6944104,Wheat,160.939824,3.4563624,4.371930065,29.08704863
94,7.038963566,29.45738038,30.13470308,54.12956059,Rice,187.1377325,5.035129505,1.27874344,38.71029307
95,6.913577541,41.51387375,32.1275133,141.3324952,Corn,112.7845419,6.801942985,5.918738645,51.33207585
96,6.258328305,39.22638688,26.19633537,195.9920447,Corn,115.7187725,9.254407738,8.086099562,70.95542688
97,7.193182414,38.63214665,33.01956687,209.9125126,Rice,130.3673774,15.73631982,3.842491136,92.72367572
98,7.11972183,15.90279085,28.2008667,269.7285103,Soybean,94.92616947,14.03456355,5.215624111,77.31376766
99,5.709013877,29.16891344,20.69475691,211.3151031,Wheat,91.95484845,17.02867672,9.900061691,30.00262268
100,6.952557618,22.58524569,22.65519499,85.10216485,Wheat,98.60607297,8.323375026,8.790308204,25.23491705
101,6.276567113,18.50261085,32.35974303,294.5698987,Corn,92.82456264,10.46955461,3.915524262,94.54125251
102,7.371849349,43.77502131,27.2698355,97.45953285,Wheat,196.7512124,3.315109674,3.43035859,75.80332642
103,5.813636004,14.31307273,33.45356133,248.1058572,Rice,121.7542734,18.34563469,4.703710876,80.24123228
104,5.774019515,15.16436153,18.53594142,108.8906192,Soybean,173.5961306,5.27891075,1.55207916,16.5023922
105,5.863715459,21.61692536,25.46512214,126.8336824,Corn,61.98923004,8.964776959,1.545458649,17.62242727
106,7.369225344,38.187388,21.6099033,150.3039683,Corn,130.870869,19.18824232,7.710351396,22.90987184
107,6.878980861,33.60822736,19.19289492,76.40569014,Soybean,176.5440975,10.12450639,1.757313427,54.08166395
108,6.412058949,38.31810651,24.97373337,193.7648638,Soybean,165.5405523,4.043493495,2.000582078,10.88535286
109,6.787764662,35.47160029,25.58097912,58.21096605,Soybean,161.1576001,16.44801683,5.880165915,85.45413115
110,7.263049773,12.26877064,27.54974174,145.1621994,Rice,175.3129824,2.504736043,2.665534094,56.57398355
111,7.218438467,24.80644262,17.32471562,190.3405405,Rice,192.6953287,15.37984894,9.640738508,11.16126637
112,6.729495218,11.73721327,26.03781064,130.2247504,Rice,83.93459056,7.433216384,7.452230815,96.60705779
113,5.946257103,12.55025011,24.17049072,231.7229866,Corn,164.5240877,8.265856117,9.213992066,86.71592122
114,5.527013108,14.92002257,30.27185123,50.26582461,Corn,145.7373955,15.61384927,5.134381126,95.93687185
115,7.330637046,41.68568282,33.00455772,153.7403659,Wheat,169.7147296,19.00852613,5.947620158,59.98098641
116,5.89272062,47.34830594,26.28679709,291.1842342,Soybean,72.87748499,8.153715416,5.139070251,32.89743694
117,7.24180182,11.5571401,24.709928,77.57301728,Wheat,82.76561444,7.705682237,7.228265211,13.24645394
118,6.637076393,38.79088468,25.80668754,71.23712825,Wheat,175.8201123,14.90503985,3.968681891,99.42921336
119,6.495300135,29.83829244,18.04476273,159.3340814,Rice,144.495744,16.44175068,8.470739801,12.54612358
120,5.689393094,27.89246345,30.27821703,247.1554099,Corn,107.2056285,2.120070005,1.337132555,97.8495608
121,6.81978479,43.72282485,30.73562746,163.9348896,Wheat,150.5823333,1.343791042,4.666121759,97.86950162
122,5.999621025,46.67023412,24.06476282,77.26819142,Corn,104.0685252,14.65025149,6.587336194,11.13288913
123,7.422226973,48.59829165,16.36738193,236.2706226,Rice,192.4634151,19.53951316,8.075830649,35.06582164
124,5.607989805,36.4026986,16.07073858,54.70379548,Rice,152.8751305,9.403518897,9.332628847,20.86411563
125,6.236384971,20.72119958,29.10464422,178.2800597,Rice,197.7636054,4.278973351,9.42933857,91.3422106
126,7.303872181,34.09276373,31.21898919,200.1354526,Wheat,158.8890982,17.6244484,7.821888259,99.13602204
127,6.073563916,30.94968105,28.28298837,202.474356,Soybean,107.8954107,12.25600697,3.660343324,96.79096585
128,5.649587829,30.73180906,25.37547986,270.1745086,Corn,195.5864373,3.855267902,6.295767223,32.59738715
129,7.479203329,19.31850883,22.49682674,157.7272687,Soybean,146.7806203,2.346085959,4.244315448,15.94625809
130,5.590394509,40.77289791,19.07288531,249.8382376,Rice,137.5951807,11.95352137,3.284820393,30.28329257
131,7.254320258,29.14325125,24.01164629,79.42823178,Corn,80.68420614,15.63112524,8.281901019,57.39040912
132,7.157346977,40.76465159,29.65421754,51.63470864,Rice,78.2866449,19.88483232,9.779944782,14.50186958
133,7.092489945,28.08265937,30.31432239,195.847635,Corn,57.26849144,3.062759785,2.033238423,57.02683144
134,5.524041613,28.60792467,31.13553243,263.0649257,Rice,159.3722227,18.71828961,6.694664257,43.23557059
135,5.87164667,30.3872536,31.90289441,254.9601993,Soybean,173.3003396,9.192914339,9.463208194,64.08706294
136,7.453502588,10.33047974,30.71914374,247.8547506,Rice,120.9172892,1.257631107,4.952923709,34.4313202
137,6.311600394,26.42952421,27.15184031,223.5968724,Wheat,190.7791859,12.46606724,1.127091411,13.27108868
138,6.572962841,12.12522918,17.36777023,79.50464114,Soybean,87.27644622,14.31637269,4.978993813,50.32750885
139,5.903687359,20.10454855,32.03439712,162.4433492,Rice,146.7521393,6.025592088,4.434398994,90.36871844
140,6.43942332,36.86561241,21.18220982,185.4459022,Rice,138.1219801,9.26296094,5.319609126,38.3443362
141,7.289523466,36.12964657,33.04286158,230.3313168,Corn,193.5823068,5.797463588,4.133475532,92.87930493
142,7.33766209,43.09079733,33.58436835,204.5708267,Wheat,122.9066326,10.14740483,5.862234961,79.05017036
143,5.551843112,30.90496659,25.99260567,126.3531047,Corn,72.84715767,9.325561703,4.876817043,23.5128207
144,7.153689541,32.24029773,28.33669997,158.7155491,Rice,196.8573937,6.401743513,9.918699092,85.49313969
145,6.745781381,14.76430849,28.28473392,186.0135785,Corn,59.0011564,2.372899362,7.238887422,83.65164612
146,5.709445552,10.28435642,19.69322084,257.7170584,Soybean,173.8927621,12.47451276,4.854325559,16.77687292
147,5.994995099,24.05270458,18.67820108,109.7638685,Rice,129.3956668,16.0538655,6.055640979,62.40716458
148,6.275099521,18.25545793,26.71098216,131.458779,Corn,83.62054629,1.014437158,7.815229126,84.36536348
149,6.542418687,47.28037472,18.79846456,245.1687605,Rice,177.4630711,1.370180624,1.296702862,76.62451441
150,6.99319464,19.70569224,28.16237826,119.3505257,Corn,125.9931127,11.29432823,4.347505551,51.93336877
151,5.821161919,46.39727048,18.01837218,233.2167921,Wheat,83.5086209,6.189959733,3.209354851,9.446787454
152,7.167610803,41.55301539,18.66619681,182.0314088,Rice,50.7621413,7.279954012,5.212623533,32.85320121
153,6.578034823,39.53035884,30.78672095,99.84730975,Rice,99.84024201,12.74669476,1.129542278,71.36484168
154,6.211752709,33.04099428,27.72560149,269.9722476,Corn,192.7789264,17.00430425,8.43675801,14.93411715
155,6.659279278,26.4260216,25.09891233,299.9855907,Corn,104.7946555,2.15460045,6.564736935,35.70690692
156,6.972806155,32.71717797,22.34676467,52.60546106,Soybean,173.9347609,9.346250271,4.891465405,94.76531889
157,7.409636407,45.43933407,31.49263815,168.1207927,Soybean,111.4753117,1.578991587,4.883544121,9.46021298
158,6.295370206,46.68527478,16.21133199,148.8144068,Wheat,190.9224981,6.280140515,4.460736151,57.90088656
159,6.397463053,44.65069267,18.57520439,260.4116544,Rice,117.3491675,10.66122261,9.364425716,3.539485366
160,7.41537859,35.03247277,15.50521521,222.1612869,Soybean,83.37429889,1.525120856,2.121116878,8.186452434
161,6.264562712,32.11078586,24.3001632,286.7719954,Wheat,150.5826371,8.443566698,6.156517248,24.72338203
162,7.091433204,39.24981675,18.86477512,100.0336268,Corn,109.4507722,11.38790232,9.365234241,85.91440972
163,6.915938699,47.80459511,23.68224437,118.5594473,Soybean,112.8765078,15.50931947,2.986144647,60.46092496
164,6.807162488,46.71251786,27.21735508,147.367524,Corn,189.2837685,1.088021466,5.347637356,37.27778534
165,6.465054739,16.00550429,15.84888415,252.6228198,Rice,166.5878218,19.90984147,2.071158824,88.80316305
166,5.856659314,32.92530602,15.53798903,216.4926547,Wheat,104.6994771,11.69653243,2.00122232,12.32318788
167,5.567955937,18.16843107,34.90626961,213.5745584,Soybean,103.5133882,4.809570641,7.468727626,94.33026058
168,6.683131791,22.32496868,18.27773067,279.837862,Wheat,123.1933295,14.38865296,2.473714902,85.3151021
169,7.343586911,14.66743519,32.81422088,55.40710939,Wheat,77.08800196,6.484673568,5.644626117,51.42220891
170,7.494048297,43.79079643,27.57395359,81.3904038,Corn,129.217041,10.16631863,8.056062822,14.36781295
171,6.585206657,40.00346464,30.86344682,72.99083301,Soybean,125.1521582,17.45169911,4.953858373,55.9177823
172,6.612131703,23.87891254,20.57626268,56.93524289,Corn,143.579895,19.18840269,6.52141737,3.450704028
173,6.983349666,33.5566357,25.53600554,257.0672257,Rice,134.2477414,18.46797163,3.076202273,35.66065962
174,5.677017089,16.97769493,25.34050615,63.95575841,Wheat,155.5309274,12.07447892,5.209389668,48.91618647
175,7.048380951,32.83578847,33.35558267,274.7791529,Rice,86.62697499,4.587647603,3.218770949,30.52698762
176,7.325823885,39.75437527,18.44516876,175.6666145,Soybean,106.1190221,5.262022399,8.382575808,32.71151081
177,5.926806619,48.82887438,23.06487191,274.2926271,Rice,67.55495693,2.25854707,8.18616326,18.48816695
178,6.209489017,37.93163194,32.83473033,243.700389,Rice,90.21256253,14.0061144,7.420790724,0.854181551
179,7.299406309,21.37148375,28.80125121,116.0089542,Wheat,166.8768986,6.309188916,4.181321092,44.67589133
180,6.001301476,49.10512918,20.63389132,257.8225271,Corn,135.3715619,8.179550087,5.923019481,11.56571404
181,7.05647787,13.75380968,28.03833149,159.6311322,Corn,116.3208692,11.03512641,1.482028855,30.42938794
182,6.090088584,15.97427325,20.06118988,84.91324279,Rice,58.42414269,11.46654943,2.568815108,59.21834601
183,6.974562557,30.00793968,15.46740449,182.2302505,Rice,157.8828,15.42272541,5.614122735,49.2953308
184,5.543245931,42.36491043,24.24179282,225.1812321,Soybean,60.85920359,13.10448644,7.616909123,21.46673439
185,6.522558736,28.12624488,30.27372982,250.4607342,Rice,58.15548185,14.30062005,3.012670033,81.25700958
186,6.401251652,18.60331708,34.30582422,188.7669498,Corn,171.2318526,7.534853768,9.376347956,86.37164226
187,5.646771774,28.22145852,33.6216987,273.1707428,Soybean,73.51388934,14.07097101,4.466448314,92.89397239
188,5.888417924,41.59716533,17.63211992,130.3263896,Corn,106.3989405,3.325986088,7.930510649,90.28440638
189,6.700109427,38.85955332,17.15125736,88.02154313,Corn,56.62633981,8.737054335,1.995172975,56.16441941
190,7.421306341,14.0754832,15.99877792,111.3507722,Soybean,174.1084972,12.10390129,2.262449602,57.60233296
191,6.323145278,18.07231404,34.46592852,147.9009703,Corn,155.676982,6.925472075,2.027630654,37.23844122
192,5.695651307,16.73756415,21.31808948,156.9509372,Rice,136.0780245,7.685987726,8.796867104,7.692712347
193,5.704597504,27.17564332,15.50539293,292.2937605,Rice,197.5047299,18.30260146,9.98543597,63.69815736
194,5.775475766,39.78814351,33.73199144,176.8511885,Soybean,185.6070468,17.97455734,5.788027848,50.18318864
195,6.570412111,41.21961622,32.69302157,130.0528695,Wheat,62.46625529,4.789833604,3.409552619,59.25836439
196,5.855810708,39.61565481,15.27938946,84.63676266,Corn,118.8743453,14.28245404,5.68239252,18.33471232
197,7.088694352,42.17071489,34.8414318,93.63716071,Rice,144.4098409,4.072474566,5.73574618,72.33441596
198,7.369424478,11.4571845,30.86652613,81.93062638,Wheat,73.8185293,19.28199718,9.365368077,15.45257125
199,6.116645748,23.86634569,33.0244343,266.2478997,Wheat,139.6211428,10.67933956,4.183521784,30.63945123
200,5.716949327,39.81854033,34.16214793,202.194249,Wheat,124.1526932,1.045317274,4.139994044,85.17130793
201,6.454664359,22.48896637,16.75954981,220.7356442,Rice,120.1505679,15.54106015,2.786574745,59.29286747
202,6.997404908,44.30720342,20.02564054,287.1014545,Rice,155.5667194,10.07467414,2.801400273,16.33721407
203,7.369820387,40.71706585,24.41580805,220.1374833,Soybean,172.8964415,1.78795137,8.612763952,31.86978888
204,6.274388749,48.23395692,30.37604186,209.6009642,Rice,89.39133558,10.25804225,8.929639629,90.30505632
205,6.134261361,39.40139429,30.0544857,199.8674329,Soybean,188.5617705,1.237715092,9.95260473,12.51697119
206,7.272052796,47.84099999,31.24337953,59.21700473,Rice,101.5167414,13.83088463,4.214832795,12.6424571
207,6.582582478,46.99624077,18.97445313,195.1193944,Corn,143.2824956,4.84207062,8.386004038,37.90415657
208,5.898951854,22.18803101,34.12612328,186.5970479,Soybean,157.4115244,19.59061806,8.982610209,15.19891699
209,6.220424308,22.67835103,17.01012853,177.3712638,Wheat,103.2752537,6.254237155,4.105805134,68.51740114
210,6.015760719,12.10430505,25.20584977,246.3193764,Rice,146.9912229,7.895876884,2.206996132,3.47173601
211,7.084359955,18.45545154,32.63294026,66.05309778,Soybean,197.5844383,2.297491739,3.030599586,48.85531336
212,6.939832473,29.0188728,21.99951214,262.584859,Rice,133.1130463,11.77334105,9.019640441,3.914194619
213,6.927320715,43.72434071,28.47756724,248.1587833,Soybean,91.21588118,17.33647173,6.663433886,9.231128112
214,7.130622935,49.856322,16.96253895,245.7874868,Rice,79.2488062,19.84761843,3.820155835,4.907552768
215,6.16653185,25.07631064,21.08173934,75.86476079,Soybean,51.33512194,9.165513553,4.940928623,94.79928316
216,6.29419546,12.98844083,24.61078592,168.7036917,Wheat,115.3847036,19.13208134,4.459658938,35.04496017
217,6.499086407,12.49092721,16.25677258,239.3024708,Corn,69.58773462,5.532673856,8.226694483,21.04393612
218,7.05170539,17.89348977,17.89097535,236.6555974,Soybean,54.04479156,3.873822449,4.572270585,55.96982112
219,6.943356201,17.50291672,20.88661379,182.5546847,Corn,95.14781732,2.87893507,3.582955758,8.850245464
220,6.135739988,36.38138527,20.82191162,299.4389552,Corn,151.7548065,2.138379687,8.373338273,70.90604063
221,7.427228761,25.4285801,17.86376091,131.1448313,Soybean,70.32822667,8.39327914,4.06418387,59.25941423
222,6.808454547,49.4186595,29.26220526,59.32197139,Corn,80.54333954,7.351997425,3.371627617,13.65715834
223,5.509462877,44.07477044,27.10223919,79.33728538,Wheat,73.400482,6.65374829,4.836087727,12.8775612
224,6.189138694,45.25069578,25.67203546,95.59147091,Soybean,111.2273949,13.777225,2.879666032,71.40423208
225,5.569442604,25.5761666,31.24691138,103.6942582,Soybean,99.7870797,2.702450632,6.965859548,41.4960437
226,6.486671132,33.54238157,28.72535849,97.27317847,Corn,105.7466412,8.181890922,9.457974818,6.947211516
227,6.193437544,20.57837544,18.34303283,154.5857115,Soybean,186.5310939,17.27414289,1.064590196,56.25443636
228,6.704676976,36.30379802,23.35258559,275.27899,Rice,64.71035679,13.25112752,8.680623726,5.953430611
229,5.653901073,32.33676995,19.27267576,135.3964499,Wheat,111.7174743,10.54911412,3.143674453,84.81544325
230,6.678350547,23.73167949,18.53687105,110.1870293,Corn,92.66808287,7.544431886,1.476028116,71.91862558
231,7.11047034,13.42885336,34.08932614,236.9061206,Soybean,83.32468162,3.198873416,8.778410765,59.59244737
232,7.309448695,43.66352146,30.8439979,162.7803795,Rice,97.50988023,15.0766165,4.091418593,0.748980068
233,5.584452552,12.32480388,23.76227028,162.2287376,Soybean,114.3349314,4.803697258,1.644754526,90.53140369
234,5.518561037,13.9282342,20.86352287,230.3532133,Rice,175.004176,12.63983954,3.848503865,30.59923
235,6.115124186,40.31591625,34.84468309,102.8995582,Rice,198.7708321,18.4878248,3.543541755,88.49648867
236,7.429428846,34.34717152,31.17763544,129.9403763,Wheat,179.3767857,15.85797047,7.148141416,59.4776383
237,6.672088051,29.77822554,18.95916383,194.7129577,Soybean,86.09373052,9.205021026,4.084915883,66.3490143
238,7.232774923,29.03280988,33.15502333,162.4957333,Rice,54.74270304,9.133899823,3.702341401,45.39033777
239,7.007296211,43.21996347,16.86236537,107.9836579,Wheat,186.0146331,4.556429344,6.168253834,96.4243926
240,7.013647201,37.92676383,29.25130706,122.8374193,Wheat,156.9713781,5.368431433,2.747918959,85.4660311
241,6.484772628,15.24606308,31.85209134,231.4421714,Rice,161.0711498,8.236743246,1.568253441,96.63456599
242,7.42254345,39.5363165,32.42111903,60.0624035,Corn,113.0034195,7.984861821,2.781623978,94.19753203
243,6.855057666,44.96249944,33.46859286,145.0570974,Soybean,59.08983128,16.22303693,6.408903191,34.98168594
244,6.353535052,24.54934774,34.83801903,255.6093184,Soybean,68.41550596,6.388541301,5.206594611,18.07429999
245,5.664955415,13.59126663,27.09430523,107.7050179,Rice,192.7634688,6.197609164,5.933469369,61.22914311
246,6.572876867,47.84103687,20.54940108,180.7520827,Rice,157.4915008,18.52299324,7.335434416,22.66779053
247,7.142956881,14.31108886,25.66402094,204.2550139,Rice,113.2582996,1.129435675,8.037463875,8.809407046
248,6.153358248,41.72653136,29.29842194,277.3759394,Rice,135.4612625,11.02010656,9.117336583,26.86724257
249,6.572529968,37.87430165,32.78228553,129.3681741,Soybean,97.03822729,7.120971363,2.718227751,53.23741924
250,6.369392521,30.37240219,32.7898665,105.9231808,Soybean,65.62990736,17.22867743,8.268964151,62.68839732
251,5.546755468,13.84210085,30.51955568,214.4761882,Rice,129.9335539,2.764942968,6.127997062,29.35115133
252,6.419325224,48.89617746,16.54820398,256.7704908,Soybean,72.43487017,13.83806687,2.549711034,97.30993333
253,5.855269414,13.27444918,31.03139385,181.7374104,Corn,81.45379304,11.40235916,3.324915105,30.27052636
254,6.852369177,24.94584494,34.49796757,225.9289873,Corn,82.91832365,5.899092858,8.079383005,74.48557691
